submission,_elapsed,ip_address,user_agent,orig,userid,lastupdated,mygroup,status,om1,om2,sl1,sl2,sl3,sl4,topic,numcompleted,teacher,typedelib,uniqueid,pips1,pips2,pips3,pips4,similar,pips5
1,270363,66.250.190.27,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630570,1630570,1551193435,,,85,63,65,65,50,53,6,1,10,3,I01082002,50,50,66,50,80,57
1,342683,67.205.136.224,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",1630564,1630564,1551193435,,,74,59,50,63,50,65,6,1,10,3,j11282001,64,27,72,68,69,60
1,274235,192.119.164.100,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630571,1630571,1551193444,,,100,90,68,100,100,100,NULL,1,10,3,H08292003,24,32,100,75,29,52
1,170637,174.205.7.111,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630577,1630577,1551193445,,,85,29,50,95,93,67,5,1,10,3,M02252001,86,17,0,72,77,94
1,372040,174.205.6.18,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1630562,1630562,1551193453,,,64,50,100,72,82,62,6,1,10,3,a02212002,50,24,49,62,49,50
1,182932,68.183.158.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630572,1630572,1551193655,,,58,50,50,50,50,50,6,1,10,3,K04152002,68,29,62,82,40,50
1,122802,198.98.61.158,"Mozilla/5.0 (Linux; Android 7.0; LG-M210) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1630573,1630573,1551193714,,,93,87,89,93,88,92,6,1,10,3,A07242002,80,21,73,92,50,50
1,293030,174.205.0.138,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630574,1630574,1551193508,,,89,84,52,73,73,74,6,1,10,3,J02172001,76,1,100,75,53,48
1,379168,99.203.16.224,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) CriOS/72.0.3626.101 Mobile/15E148 Safari/604.1",1630575,1630575,1551193597,,,50,50,50,50,50,50,6,1,10,3,C11232000,50,25,24,62,50,50
1,290662,165.227.217.110,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630580,1630580,1551193624,,,87,59,57,70,72,72,8,2,NULL,2,r04202001,9,56,93,17,69,58
1,273594,174.205.19.91,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630581,1630581,1551193624,,,88,86,100,71,38,63,6,1,10,3,IF09262001,70,17,100,69,64,88
1,252932,209.97.151.62,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630583,1630583,1551193717,,,0,27,100,50,50,98,8,4,3,3,BA 2000,100,100,0,100,50,100
1,216291,67.213.210.221,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630592,1630592,1551193885,,,100,95,81,81,81,50,1,1,26,3,E022202,70,33,100,100,19,100
1,372220,174.205.3.92,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630661,1630661,1551198547,,,74,82,100,100,100,75,6,1,10,3,C01232001,99,0,56,54,74,71
1,323230,174.205.14.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630662,1630662,1551198554,,,76,81,73,81,83,72,6,1,10,3,m01182002,100,22,80,79,46,26
1,314521,173.205.88.98,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630664,1630664,1551198604,,,64,100,76,81,44,74,5,1,1,3,JF09062001,56,59,90,71,9,44
1,199507,104.248.12.192,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630667,1630667,1551198715,,,63,63,100,81,76,72,6,1,10,3,n08142001,84,56,32,81,62,33
1,433947,174.205.29.212,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630669,1630669,1551199000,,,50,50,61,85,57,56,6,1,10,3,n05252001,75,22,100,73,50,90
1,334675,45.56.194.128,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630672,1630672,1551199055,,,17,0,92,91,23,82,6,1,26,3,d02082001,32,27,82,100,100,0
1,233046,165.227.41.230,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630674,1630674,1551199089,,,100,100,84,100,98,100,6,1,10,3,D05172001,94,32,100,100,50,50
1,680222,66.250.190.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",1630666,1630666,1551199115,,,64,85,14,72,21,74,5,3,10,3,m12302001,40,73,87,100,100,14
1,419344,173.205.88.77,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630671,1630671,1551199125,,,50,29,39,51,74,57,6,1,10,3,N02192001,50,31,37,80,32,50
1,533622,172.58.185.18,"Mozilla/5.0 (Linux; Android 6.0; BLN-L24 Build/HONORBLN-L24) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.83 Mobile Safari/537.36",1630670,1630670,1551199145,,,53,47,50,54,51,50,6,1,10,3,c07182001,50,75,32,82,74,50
1,356019,192.119.164.70,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630673,1630673,1551199149,,,23,64,27,70,23,40,6,1,10,3,j01222001,82,73,94,73,97,50
1,277894,165.227.119.122,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630675,1630675,1551199198,,,50,70,50,100,100,100,5,1,22,1,A07122001,62,0,100,78,59,50
1,303664,173.244.217.61,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630677,1630677,1551199241,,,100,100,99,100,100,74,8,4,10,3,B10222001,50,50,100,50,50,100
1,1038664,99.203.17.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630665,1630665,1551199382,,,97,42,50,66,40,49,5,2,26,1,,44,34,50,29,63,36
1,313306,166.137.240.27,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630679,1630679,1551199423,,,85,84,66,66,73,31,6,1,10,3,DC born 1/12/2001,82,26,50,71,50,50
1,247990,209.97.149.200,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630680,1630680,1551199446,,,87,75,50,75,73,82,6,1,10,3,D04272001,67,12,78,30,35,34
1,687560,216.185.45.118,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630682,1630682,1551199979,,,50,79,100,50,50,75,8,1,21,1,M5132001,71,32,57,50,74,50
1,91065,174.205.3.92,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630726,1630726,1551203955,,,50,50,50,50,50,50,6,1,10,3,C01232001,50,50,50,50,50,50
1,130857,174.205.29.212,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630728,1630728,1551204232,,,83,50,50,50,50,50,6,1,10,3,n05252001,55,28,100,77,83,92
1,144325,172.58.216.181,"Mozilla/5.0 (Linux; Android 6.0; BLN-L24 Build/HONORBLN-L24) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.83 Mobile Safari/537.36",1630729,1630729,1551204263,,,56,54,43,46,44,50,6,1,10,3,c07182001,50,64,50,88,62,50
1,68680,99.203.17.119,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630731,1630731,1551204343,,,50,50,50,50,50,50,6,3,10,3,B10222001,50,50,50,50,50,50
1,322517,142.93.179.119,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630732,1630732,1551204627,,,66,31,100,85,75,79,6,1,10,3,n08142001,32,29,77,80,26,33
1,151877,99.203.17.15,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630910,1630910,1551275921,,,100,100,78,100,100,99,6,1,10,1,J10072002,60,0,100,100,17,27
1,182557,159.65.181.57,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630912,1630912,1551276668,,,50,12,50,50,50,50,6,1,10,3,J10062001,51,30,50,83,50,50
1,104208,178.128.238.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630913,1630913,1551276692,,,65,65,71,69,73,62,6,1,10,3,s06242002,70,81,52,63,54,56
1,82929,216.185.45.14,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630914,1630914,1551276699,,,100,86,95,100,100,100,6,1,10,3,AM,99,100,100,100,100,100
1,196430,66.250.190.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630915,1630915,1551277099,,,86,73,70,68,6,51,6,1,10,3,N06042002,40,78,50,30,76,40
1,171734,173.205.88.123,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630916,1630916,1551277331,,,79,74,100,100,60,59,6,1,10,3,n08132001,67,50,73,39,53,50
1,148409,204.234.101.224,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1630959,1630959,1551280568,,,100,100,100,50,50,12,4,3,12,1,j01192002,100,0,100,100,50,100
1,140706,192.119.164.84,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1630969,1630969,1551281592,,,77,32,77,67,75,72,6,1,10,3,B11122001,78,10,77,77,30,48
1,74913,99.203.203.155,"Mozilla/5.0 (Linux; Android 9; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1630972,1630972,1551281690,,,75,74,59,86,72,76,6,1,10,3,v11092001,82,0,74,78,61,60
1,38154,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1630996,1630996,1551293473,,,50,50,50,59,38,58,3,1,4,3,L12302002,42,61,61,44,68,56
1,185103,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1630991,1630991,1551289189,,,100,100,100,76,100,84,4,2,4,3,d062503,0,45,100,40,13,35
1,102297,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631010,1631010,1551293534,,,100,100,79,100,100,100,4,1,4,3,J11112002,100,0,100,100,50,86
1,205849,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1630999,1630999,1551289220,,,63,92,37,50,50,64,4,1,4,3,m10302003,78,20,71,100,26,50
1,125048,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631008,1631008,1551293567,,,100,100,83,87,97,100,4,1,4,3,a09292003,100,32,80,100,81,20
1,148644,204.228.117.198,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631016,1631016,1551293599,,,89,77,97,96,85,96,4,1,4,3,t05182003,84,7,100,100,79,61
1,196464,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631006,1631006,1551289229,,,85,100,85,50,100,100,4,1,4,3,k08132003,98,23,77,100,15,50
1,51601,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631007,1631007,1551293477,,,68,67,66,66,66,66,4,1,4,3,e09162003,71,69,69,69,68,68
1,640270,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1630995,1630995,1551289247,,,65,73,72,71,66,71,5,1,4,1,r112002,76,6,100,52,57,69
1,88130,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631011,1631011,1551293529,,,100,26,100,100,100,100,4,1,4,3,m10-04-02,100,5,100,100,13,39
1,78627,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631009,1631009,1551293527,,,50,50,50,50,50,50,4,1,4,3,s102602,100,50,50,50,50,50
1,239094,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631003,1631003,1551289265,,,100,72,50,100,100,100,4,1,4,3,v04112003,82,8,50,98,49,50
1,134461,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631002,1631002,1551293582,,,38,31,58,76,35,73,4,1,4,3,N06022003,73,28,73,68,61,62
1,126250,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631000,1631000,1551293554,,,91,92,66,86,84,84,5,1,NULL,1,W101302,71,4,86,82,82,58
1,209206,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631014,1631014,1551289296,,,96,94,95,85,81,83,NULL,1,4,1,k081303,94,1,87,100,15,48
1,192864,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1630998,1630998,1551293635,,,79,80,79,79,80,89,4,1,4,3,I10202002,92,17,23,84,23,65
1,137516,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631005,1631005,1551293582,,,100,100,100,100,100,100,4,1,4,3,j01082003,100,4,100,100,100,100
1,115802,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631012,1631012,1551293546,,,22,100,82,35,71,50,4,1,4,1,C08302002,0,66,100,24,100,100
1,89821,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631004,1631004,1551293588,,,100,100,100,100,100,100,4,2,4,3,nj011503,100,0,100,100,0,100
1,338798,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631001,1631001,1551289359,,,100,100,100,100,100,100,4,1,4,3,N 8/03/03,100,0,0,100,0,0
1,113207,204.228.117.198,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631019,1631019,1551293596,,,70,75,54,70,86,71,4,2,4,3,c1220,61,19,77,67,50,43
1,137310,204.228.117.197,"Mozilla/5.0 (X11; CrOS armv7l 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631018,1631018,1551293572,,,78,93,70,76,77,97,4,1,4,3,m6152003,47,53,95,67,79,43
1,154300,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631021,1631021,1551293599,,,100,90,100,100,91,100,4,1,4,3,p12212002,50,28,95,95,24,84
1,357989,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631020,1631020,1551289499,,,88,80,76,89,87,100,4,1,4,3,c08312002,50,15,80,100,58,40
1,194095,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631017,1631017,1551293687,,,100,0,100,100,100,100,4,1,4,3,j06092002,50,0,100,100,100,100
1,111616,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631049,1631049,1551293542,,,100,49,100,50,100,100,4,1,4,3,m10052002,21,0,50,100,34,19
1,71839,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631054,1631054,1551293589,,,100,100,100,100,100,100,4,1,4,3,N080303,0,0,100,100,0,0
1,105910,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631052,1631052,1551293599,,,67,81,77,64,69,67,5,2,4,1,r112002,64,12,79,86,42,79
1,163697,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631051,1631051,1551293628,,,100,76,50,100,50,70,4,2,4,3,v04112003,100,0,50,100,42,50
1,149853,174.205.2.152,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631071,1631071,1551296161,,,73,67,50,61,79,65,6,1,10,3,t07122002,64,94,93,59,42,65
1,174739,99.203.145.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631072,1631072,1551296222,,,100,77,100,88,92,96,6,1,10,3,C02162002,100,39,26,100,20,91
1,292587,99.203.144.156,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631070,1631070,1551296259,,,99,68,76,100,79,92,6,1,10,3,r12122001,43,28,96,100,24,34
1,48906,67.3.185.4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",1631158,1631158,1551313438,,,91,88,84,84,92,98,4,1,8,1,SB112401,95,96,95,89,87,86
1,144256,198.98.58.215,"Mozilla/5.0 (Linux; Android 7.0; LG-M210) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1631262,1631262,1551367562,,,88,97,92,97,91,97,6,1,10,1,A07242002,99,15,94,98,91,50
1,185999,45.56.195.11,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631263,1631263,1551367632,,,100,100,91,79,100,78,6,1,10,3,h08292003,84,6,49,88,32,58
1,247054,174.205.6.18,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",1631264,1631264,1551368348,,,84,72,100,100,50,87,6,1,10,3,a02212002,79,29,100,50,50,51
1,94830,172.56.3.156,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631268,1631268,1551368396,,,50,50,50,50,50,50,6,1,10,3,K04152002,50,50,50,50,50,50
1,201697,174.205.19.91,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1631266,1631266,1551368475,,,90,100,96,100,30,100,6,1,10,3,If02262001,23,32,64,100,85,53
1,174774,204.228.117.202,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631290,1631290,1551371558,,,74,100,100,100,100,100,8,1,8,1,d06102002,100,29,100,100,0,50
1,160499,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631294,1631294,1551371575,,,91,72,90,81,81,80,3,2,4,3,K06072003,13,0,58,82,66,67
1,275937,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631297,1631297,1551371725,,,50,0,50,50,50,100,4,1,4,3,e09272003,50,50,100,100,100,50
1,249028,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631302,1631302,1551371727,,,62,86,69,63,51,69,4,1,4,3,j03202003,100,9,35,81,31,37
1,329667,204.228.117.203,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631291,1631291,1551371730,,,100,100,100,85,82,100,4,1,4,3,V07272003,73,0,100,100,100,69
1,273857,204.228.117.200,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631298,1631298,1551371730,,,81,82,100,78,79,88,4,1,4,3,C 06-14-03,72,72,23,100,50,50
1,317955,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631293,1631293,1551371732,,,69,36,64,66,38,60,4,1,4,3,y09152003,50,41,60,83,62,62
1,222890,204.228.117.199,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631307,1631307,1551371732,,,82,66,68,63,29,50,4,1,4,3,L12112002,58,34,0,68,68,46
1,312338,204.228.117.205,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631295,1631295,1551371732,,,77,13,66,76,88,57,4,1,4,3,j10252002,70,26,87,77,21,3
1,244823,204.228.117.197,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631304,1631304,1551371733,,,100,100,80,77,72,80,4,1,4,3,D02272003,65,25,50,84,58,89
1,213278,204.228.117.204,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1631308,1631308,1551371734,,,100,65,100,16,64,13,4,1,4,3,R05032003,100,36,50,100,61,50
